3.497571e+01	-4.459588e+02
3.499855e+01	-4.306358e+02
3.500997e+01	-4.153127e+02
3.500997e+01	-4.021787e+02
3.502140e+01	-3.875853e+02
3.504424e+01	-3.795590e+02
3.506137e+01	-3.605876e+02
3.508422e+01	-3.452646e+02
3.507280e+01	-3.262932e+02
3.507851e+01	-3.146185e+02
3.507851e+01	-3.029438e+02
3.514704e+01	-2.854318e+02
3.520987e+01	-2.715681e+02
3.524413e+01	-2.598934e+02
3.528411e+01	-2.482187e+02
3.531267e+01	-2.358143e+02
3.536978e+01	-2.226803e+02
3.544402e+01	-2.124650e+02
3.548971e+01	-2.000606e+02
3.554111e+01	-1.920342e+02
3.558109e+01	-1.825486e+02
3.564963e+01	-1.730629e+02
3.576385e+01	-1.635772e+02
3.577527e+01	-1.577398e+02
3.579812e+01	-1.475245e+02
3.586665e+01	-1.380388e+02
3.591234e+01	-1.300124e+02
3.595232e+01	-1.212564e+02
3.599230e+01	-1.125004e+02
3.600372e+01	-1.059334e+02
3.604941e+01	-9.863670e+01
3.606083e+01	-9.279935e+01
3.596945e+01	-8.769167e+01
3.585523e+01	-8.696201e+01
3.571245e+01	-8.331367e+01
3.561536e+01	-8.039499e+01
3.551827e+01	-8.112466e+01
3.541547e+01	-8.185433e+01
3.543260e+01	-7.528731e+01
3.542118e+01	-7.163897e+01
3.535836e+01	-5.996428e+01
3.530696e+01	-5.047859e+01
3.530124e+01	-4.318191e+01
3.527840e+01	-3.223688e+01
3.526127e+01	-2.421053e+01
3.525556e+01	-1.472485e+01
3.524984e+01	-5.239158e+00
3.524984e+01	-1.590816e+00
