5.779738e+00	-4.466885e+02
6.021597e+00	-4.364731e+02
6.021597e+00	-4.255281e+02
6.069969e+00	-4.153127e+02
6.215084e+00	-4.043677e+02
6.747174e+00	-3.956117e+02
7.037405e+00	-3.802887e+02
7.037405e+00	-3.686140e+02
7.376007e+00	-3.576689e+02
7.424379e+00	-3.489129e+02
7.811354e+00	-3.357789e+02
8.295072e+00	-3.204559e+02
8.488559e+00	-3.080515e+02
8.778790e+00	-2.971065e+02
9.069021e+00	-2.847021e+02
9.746226e+00	-2.708384e+02
1.013320e+01	-2.584341e+02
1.056855e+01	-2.453000e+02
1.085878e+01	-2.307067e+02
1.124575e+01	-2.183023e+02
1.177784e+01	-2.058979e+02
1.216482e+01	-1.927639e+02
1.293877e+01	-1.796299e+02
1.342248e+01	-1.701442e+02
1.385783e+01	-1.664959e+02
1.390620e+01	-1.562805e+02
1.400295e+01	-1.482541e+02
1.438992e+01	-1.387685e+02
1.497038e+01	-1.285531e+02
1.516387e+01	-1.205267e+02
1.550247e+01	-1.139597e+02
1.593782e+01	-1.037444e+02
1.666339e+01	-9.936637e+01
1.729223e+01	-9.571803e+01
1.782432e+01	-9.425869e+01
1.772757e+01	-8.769167e+01
1.753409e+01	-8.258400e+01
1.816292e+01	-8.039499e+01
1.835641e+01	-7.163897e+01
1.830804e+01	-6.069395e+01
1.821129e+01	-4.901926e+01
1.816292e+01	-3.880390e+01
1.801781e+01	-2.785888e+01
1.801781e+01	-1.691385e+01
1.796943e+01	-9.617168e+00
1.796943e+01	-1.314799e-01
