3.500997e+01	-4.459588e+02
3.501569e+01	-4.306358e+02
3.502711e+01	-4.175017e+02
3.502711e+01	-4.014490e+02
3.499855e+01	-3.853963e+02
3.498713e+01	-3.635063e+02
3.499284e+01	-3.459943e+02
3.504424e+01	-3.226449e+02
3.508993e+01	-3.000251e+02
3.513562e+01	-2.788648e+02
3.518702e+01	-2.584341e+02
3.523842e+01	-2.350847e+02
3.528411e+01	-2.139243e+02
3.533551e+01	-1.949529e+02
3.538691e+01	-1.730629e+02
3.542689e+01	-1.548212e+02
3.546116e+01	-1.329311e+02
3.549543e+01	-1.132301e+02
3.553540e+01	-9.936637e+01
3.558680e+01	-8.988068e+01
3.556967e+01	-7.966532e+01
3.549543e+01	-7.382798e+01
3.538691e+01	-6.580163e+01
3.527840e+01	-6.069395e+01
3.517560e+01	-5.704561e+01
3.506137e+01	-5.120826e+01
3.495857e+01	-4.683025e+01
3.483864e+01	-4.318191e+01
3.479295e+01	-4.099290e+01
3.479295e+01	-2.785888e+01
3.479295e+01	-1.545451e+01
3.479295e+01	-5.239158e+00
