3.500426e+01	-4.459588e+02
3.500426e+01	-4.335544e+02
3.502140e+01	-4.233391e+02
3.503853e+01	-4.080161e+02
3.504995e+01	-3.956117e+02
3.504995e+01	-3.810183e+02
3.506709e+01	-3.722623e+02
3.507280e+01	-3.554799e+02
3.509564e+01	-3.445349e+02
3.508993e+01	-3.241042e+02
3.511849e+01	-3.131592e+02
3.515275e+01	-2.985658e+02
3.518702e+01	-2.898098e+02
3.524984e+01	-2.788648e+02
3.532980e+01	-2.693791e+02
3.539262e+01	-2.650011e+02
3.543831e+01	-2.511374e+02
3.547829e+01	-2.380033e+02
3.554111e+01	-2.277880e+02
3.559252e+01	-2.139243e+02
3.562678e+01	-2.044386e+02
3.565534e+01	-1.986013e+02
3.571245e+01	-1.949529e+02
3.575814e+01	-1.840079e+02
3.579241e+01	-1.774409e+02
3.583239e+01	-1.781705e+02
3.584952e+01	-1.716035e+02
3.587807e+01	-1.613882e+02
3.591234e+01	-1.548212e+02
3.594090e+01	-1.540915e+02
3.597517e+01	-1.475245e+02
3.601514e+01	-1.373091e+02
3.604370e+01	-1.300124e+02
3.607797e+01	-1.263641e+02
3.613508e+01	-1.219861e+02
3.614079e+01	-1.183377e+02
3.623788e+01	-1.161487e+02
3.634068e+01	-1.139597e+02
3.642635e+01	-1.073927e+02
3.649488e+01	-9.936637e+01
3.652344e+01	-9.279935e+01
3.651773e+01	-8.623234e+01
3.644348e+01	-8.039499e+01
3.630070e+01	-7.820599e+01
3.614079e+01	-7.820599e+01
3.599230e+01	-8.039499e+01
3.590663e+01	-8.039499e+01
3.576956e+01	-7.674665e+01
3.572387e+01	-7.528731e+01
3.571245e+01	-6.434229e+01
3.570674e+01	-5.485660e+01
3.571245e+01	-3.953357e+01
3.571245e+01	-2.712921e+01
3.570674e+01	-1.326551e+01
3.570103e+01	-4.509490e+00
